Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion
ALGAZE JOSE ALBERTO - BREA SEBASTIAN,0007-00000181,FACTURA DE SERVICIOS,,"$ 93.500,00",20/12/2025,20/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0007-00000182,FACTURA DE SERVICIOS,,"$ 93.500,00",20/12/2025,20/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0007-00000184,FACTURA DE SERVICIOS,,"$ 93.500,00",20/12/2025,20/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0007-00000185,FACTURA DE SERVICIOS,,"$ 93.500,00",20/12/2025,20/12/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1817,COMP. LIQ. FACTURAS DE ,,"$ 0,00",20/12/2025,,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
ALVAREZ GUSTAVO FABIAN,00001-00000103,FACTURA DE SERVICIOS,,"$ 234.700,00",24/01/2025,23/02/2025,GRUPO BIOSALUD,INGRESADO,,SERV-01-INGRESAR FACTURA 
,00001-00000103,FACTURA DE SERVICIOS,,"$ 234.700,00",24/01/2025,23/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0001-00000137,FACTURA DE SERVICIOS,,"$ 65.000,00",23/04/2025,23/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1262,COMP. LIQ. FACTURAS DE ,,"$ 65.000,00",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1356,COMP. LIQ. FACTURAS DE ,,"$ 234.700,00",05/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
ANDREANI CORREO,1692,COMP. LIQ. FACTURAS DE ,,"$ 11.370,75",29/10/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2429-03823875,FACTURA DE SERVICIOS,,"$ 11.370,75",29/10/2025,29/11/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
ANGEL ALEJANDRO SANTAGIULIANA,00004-00010512,FACTURA DE SERVICIOS,,"$ 949.000,00",18/02/2025,20/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1060,COMP. LIQ. FACTURAS DE ,,"$ 949.000,00",18/02/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
A&R TOOLS,00004-00005667,FACTURA DE SERVICIOS,,"$ 368.900,00",25/04/2025,25/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1292,COMP. LIQ. FACTURAS DE ,,"$ 368.900,00",30/04/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
ARQUIPLACAS S.R.L.,0008-00008926,FACTURA DE SERVICIOS,,"$ 314.200,00",28/01/2025,27/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,974,COMP. LIQ. FACTURAS DE ,,"$ 314.200,00",31/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
AWARE SOLUTIONS S.R.L,1001,COMP. LIQ. FACTURAS DE ,,"$ 999.990,00",31/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,994,COMP. LIQ. FACTURAS DE ,,"$ 999.990,00",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
B4  HOLDING S.R.L,0002-00003547,FACTURA DE SERVICIOS,,"$ 30.960,06",28/02/2025,30/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0002-00003548/,FACTURA DE SERVICIOS,,"$ 73.310,06",28/02/2025,30/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0002-00003549,FACTURA DE SERVICIOS,,"$ 30.960,06",28/02/2025,30/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1056,COMP. LIQ. FACTURAS DE ,,"$ 135.230,18",28/02/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2504-00016828,FACTURA DE SERVICIOS,,"$ 30.960,06",01/04/2025,01/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1296,COMP. LIQ. FACTURAS DE ,,"$ 30.960,06",10/04/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2505-00017084,FACTURA DE SERVICIOS,,"$ 65.633,60",02/05/2025,01/06/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,2506-00017332,FACTURA DE SERVICIOS,,"$ 65.633,60",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,2506-17332,GASTOS VARIOS,,"$ 65.833,60",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,1299,COMP. LIQ. FACTURAS DE ,,"$ 65.833,60",09/06/2025,,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,FTW-02-DESHACER 
,1405,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",09/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1312,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",30/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2507-00017574,FACTURA DE SERVICIOS,,"$ 65.633,60",01/07/2025,31/07/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1346,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",03/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2508-00017815,FACTURA DE SERVICIOS,,"$ 65.633,60",01/08/2025,31/08/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1449,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",11/08/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2509-00018038,FACTURA DE SERVICIOS,,"$ 65.633,60",01/09/2025,02/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1539,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",10/09/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2510-00018261,FACTURA DE SERVICIOS,,"$ 70.231,00",01/10/2025,02/10/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1639,COMP. LIQ. FACTURAS DE ,,"$ 70.231,00",13/10/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2511-00018486,FACTURA DE SERVICIOS,,"$ 65.633,60",03/11/2025,03/12/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1720,COMP. LIQ. FACTURAS DE ,,"$ 65.633,60",10/11/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2512-00018706,FACTURA DE SERVICIOS,,"$ 70.231,00",01/12/2025,02/12/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1812,COMP. LIQ. FACTURAS DE ,,"$ 70.231,00",30/12/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,2601-00018934,FACTURA DE SERVICIOS,,"$ 70.231,00",05/01/2026,06/01/2026,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1846,COMP. LIQ. FACTURAS DE ,,"$ 70.231,00",09/01/2026,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
BATTISTELLA  MOTOS,00008-00000338,FACTURA DE SERVICIOS,,"$ 13.499,99",11/10/2025,11/11/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1625,COMP. LIQ. FACTURAS DE ,,"$ 13.499,99",11/10/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00008-00000417,FACTURA DE SERVICIOS,,"$ 6.400,00",30/12/2025,30/12/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1810,COMP. LIQ. FACTURAS DE ,,"$ 6.400,00",30/12/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
BENTICUAGA JOSE - BENTICUAGA JOSE ,0011-00044121,FACTURA DE SERVICIOS,,"$ 159.120,76",03/01/2025,02/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,885,COMP. LIQ. FACTURAS DE ,,"$ 31.508,40",06/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0011-00044240,FACTURA DE SERVICIOS,,"$ 66.344,96",07/01/2025,06/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,940,COMP. LIQ. FACTURAS DE ,,"$ 66.344,96",13/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0010-00013692,FACTURA DE SERVICIOS,,"$ 133.246,68",22/01/2025,21/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0010-00013693,FACTURA DE SERVICIOS,,"$ 5.832,96",22/01/2025,21/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0011-00045035,FACTURA DE SERVICIOS,,"$ 27.893,80",29/01/2025,28/02/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1000,COMP. LIQ. FACTURAS DE ,,"$ 159.120,76",31/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0011-00045712,FACTURA DE SERVICIOS,,"$ 10.656,56",13/02/2025,15/03/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1101,COMP. LIQ. FACTURAS DE ,,"$ 27.893,80",01/03/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1050,COMP. LIQ. FACTURAS DE ,,"$ 10.656,56",13/03/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1051,COMP. LIQ. FACTURAS DE ,,"$ 139.079,64",13/03/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0010-00014196,FACTURA DE SERVICIOS,,"$ 10.602,00",14/03/2025,13/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0011-00046779,FACTURA DE SERVICIOS,,"$ 25.593,60",14/03/2025,13/04/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0011-00047158,FACTURA DE SERVICIOS,,"$ 54.643,85",26/03/2025,25/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0010-00014458,FACTURA DE SERVICIOS,,"$ 29.908,19",16/04/2025,16/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0010-00014459,FACTURA DE SERVICIOS,,"$ 62.532,16",16/04/2025,16/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0011-00048363,FACTURA DE SERVICIOS,,"$ 7.881,44",29/04/2025,29/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1191,COMP. LIQ. FACTURAS DE ,,"$ 62.532,16",09/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0010-00014760,FACTURA DE SERVICIOS,,"$ 10.563,81",21/05/2025,20/06/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1224,COMP. LIQ. FACTURAS DE ,,"$ 25.593,60",28/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1373,COMP. LIQ. FACTURAS DE ,,"$ 10.563,81",11/06/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0011-00050307,FACTURA DE SERVICIOS,,"$ 64.842,08",19/06/2025,19/07/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0010-00015046,FACTURA DE SERVICIOS,,"$ 14.901,19",25/06/2025,25/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1263,COMP. LIQ. FACTURAS DE ,,"$ 29.908,19",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1269,COMP. LIQ. FACTURAS DE ,,"$ 7.881,44",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1270,COMP. LIQ. FACTURAS DE ,,"$ 10.602,00",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1368,COMP. LIQ. FACTURAS DE ,,"$ 64.842,08",07/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1426,COMP. LIQ. FACTURAS DE ,,"$ 14.901,19",07/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0011-00051057,FACTURA DE SERVICIOS,,"$ 36.858,31",15/07/2025,14/08/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0011-00051242,FACTURA DE SERVICIOS,,"$ 46.321,44",21/07/2025,20/08/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0011-00052080,FACTURA DE SERVICIOS,,"$ 55.631,11",13/08/2025,12/09/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1470,COMP. LIQ. FACTURAS DE ,,"$ 36.858,31",14/08/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1562,COMP. LIQ. FACTURAS DE ,,"$ 46.321,44",01/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1569,COMP. LIQ. FACTURAS DE ,,"$ 55.631,11",10/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0011-00053328,FACTURA DE SERVICIOS,,"$ 15.756,68",23/09/2025,23/10/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0011-00053389,FACTURA DE SERVICIOS,,"$ 28.253,40",24/09/2025,24/10/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1649,COMP. LIQ. FACTURAS DE ,,"$ 65.894,84",13/10/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1661,COMP. LIQ. FACTURAS DE ,,"$ 15.756,68",22/10/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0010-00016148,FACTURA DE SERVICIOS,,"$ 28.523,17",06/11/2025,06/12/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0010-00016149,FACTURA DE SERVICIOS,,"$ 49.469,58",06/11/2025,06/12/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1712,COMP. LIQ. FACTURAS DE ,,"$ 83.167,02",06/11/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1760,COMP. LIQ. FACTURAS DE ,,"$ 49.469,58",06/11/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
BISOGNO FABIAN ANDRES,00001-00000081,FACTURA DE SERVICIOS,,"$ 1.600,00",07/10/2025,06/11/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1684,COMP. LIQ. FACTURAS DE ,,"$ 1.600,00",07/10/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
BOMPREZZI YESICA ROMINA,0005-00015861,FACTURA DE SERVICIOS,,"$ 1.399,55",13/09/2025,13/10/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1685,COMP. LIQ. FACTURAS DE ,,"$ 1.399,55",13/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CARGAS SOCIALES,12/2024,GASTOS VARIOS,,"$ 7.980.985,30",09/01/2025,09/01/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 01/2025,GASTOS VARIOS,,"$ 7.033.929,94",12/02/2025,12/02/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 02/2025,GASTOS VARIOS,,"$ 7.335.709,86",07/03/2025,10/03/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 03/2025,GASTOS VARIOS,,"$ 7.633.998,55",08/04/2025,08/04/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 04/2025,GASTOS VARIOS,,"$ 8.787.244,26",07/05/2025,09/05/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 05/2025,GASTOS VARIOS,,"$ 8.827.151,28",05/06/2025,05/06/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 06/2025,GASTOS VARIOS,,"$ 13.098.635,01",07/07/2025,07/07/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,INTERESES POR MORA ,GASTOS VARIOS,,"$ 455.607,34",06/10/2025,06/10/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 07/2025,GASTOS VARIOS,,"$ 9.041.492,43",06/10/2025,06/10/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,INT. POR MORA ,GASTOS VARIOS,,"$ 341.229,85",22/10/2025,22/10/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
,PERIODO 08/2025,GASTOS VARIOS,,"$ 8.276.224,95",22/10/2025,22/10/2025,FCIA BIOSALUD,PAGADO,,GV-03-PAGAR COMP. LIQ. 
,,,,,,,,,,GV-01-INGRESAR GASTOS 
